BookingID,CustomerName,Email,CheckInDate,CheckOutDate,RoomType,TotalPrice,BookingStatus
B0334,Customer334,customer334@example.com,2023-07-05,2023-07-08,Single,100,Confirmed
B0335,Customer335,customer335@example.com,2023-07-06,2023-07-09,Double,150,Pending
B0336,Customer336,customer336@example.com,2023-07-07,2023-07-10,Suite,250,Cancelled
B0337,Customer337,customer337@example.com,2023-07-08,2023-07-11,Single,100,Confirmed
B0338,Customer338,customer338@example.com,2023-07-09,2023-07-12,Double,150,Pending
B0339,Customer339,customer339@example.com,2023-07-10,2023-07-13,Suite,250,Cancelled
B0340,Customer340,customer340@example.com,2023-07-11,2023-07-14,Single,100,Confirmed
B0341,Customer341,customer341@example.com,2023-07-12,2023-07-15,Double,150,Pending
B0342,Customer342,customer342@example.com,2023-07-13,2023-07-16,Suite,250,Cancelled
B0343,Customer343,customer343@example.com,2023-07-14,2023-07-17,Single,100,Confirmed
B0344,Customer344,customer344@example.com,2023-07-15,2023-07-18,Double,150,Pending
B0345,Customer345,customer345@example.com,2023-07-16,2023-07-19,Suite,250,Cancelled
B0346,Customer346,customer346@example.com,2023-07-17,2023-07-20,Single,100,Confirmed
B0347,Customer347,customer347@example.com,2023-07-18,2023-07-21,Double,150,Pending
B0348,Customer348,customer348@example.com,2023-07-19,2023-07-22,Suite,250,Cancelled
B0349,Customer349,customer349@example.com,2023-07-20,2023-07-23,Single,100,Confirmed
B0350,Customer350,customer350@example.com,2023-07-21,2023-07-24,Double,150,Pending
B0351,Customer351,customer351@example.com,2023-07-22,2023-07-25,Suite,250,Cancelled
B0352,Customer352,customer352@example.com,2023-07-23,2023-07-26,Single,100,Confirmed
B0353,Customer353,customer353@example.com,2023-07-24,2023-07-27,Double,150,Pending
B0354,Customer354,customer354@example.com,2023-07-25,2023-07-28,Suite,250,Cancelled
B0355,Customer355,customer355@example.com,2023-07-26,2023-07-29,Single,100,Confirmed
B0356,Customer356,customer356@example.com,2023-07-27,2023-07-30,Double,150,Pending
B0357,Customer357,customer357@example.com,2023-07-28,2023-07-31,Suite,250,Cancelled
B0358,Customer358,customer358@example.com,2023-07-29,2023-08-01,Single,100,Confirmed
B0359,Customer359,customer359@example.com,2023-07-30,2023-08-02,Double,150,Pending
B0360,Customer360,customer360@example.com,2023-07-01,2023-07-04,Suite,250,Cancelled
B0361,Customer361,customer361@example.com,2023-07-02,2023-07-05,Single,100,Confirmed
B0362,Customer362,customer362@example.com,2023-07-03,2023-07-06,Double,150,Pending
B0363,Customer363,customer363@example.com,2023-07-04,2023-07-07,Suite,250,Cancelled
B0364,Customer364,customer364@example.com,2023-07-05,2023-07-08,Single,100,Confirmed
B0365,Customer365,customer365@example.com,2023-07-06,2023-07-09,Double,150,Pending
B0366,Customer366,customer366@example.com,2023-07-07,2023-07-10,Suite,250,Cancelled
B0367,Customer367,customer367@example.com,2023-07-08,2023-07-11,Single,100,Confirmed
B0368,Customer368,customer368@example.com,2023-07-09,2023-07-12,Double,150,Pending
B0369,Customer369,customer369@example.com,2023-07-10,2023-07-13,Suite,250,Cancelled
B0370,Customer370,customer370@example.com,2023-07-11,2023-07-14,Single,100,Confirmed
B0371,Customer371,customer371@example.com,2023-07-12,2023-07-15,Double,150,Pending
B0372,Customer372,customer372@example.com,2023-07-13,2023-07-16,Suite,250,Cancelled
B0373,Customer373,customer373@example.com,2023-07-14,2023-07-17,Single,100,Confirmed
B0374,Customer374,customer374@example.com,2023-07-15,2023-07-18,Double,150,Pending
B0375,Customer375,customer375@example.com,2023-07-16,2023-07-19,Suite,250,Cancelled
B0376,Customer376,customer376@example.com,2023-07-17,2023-07-20,Single,100,Confirmed
B0377,Customer377,customer377@example.com,2023-07-18,2023-07-21,Double,150,Pending
B0378,Customer378,customer378@example.com,2023-07-19,2023-07-22,Suite,250,Cancelled
B0379,Customer379,customer379@example.com,2023-07-20,2023-07-23,Single,100,Confirmed
B0380,Customer380,customer380@example.com,2023-07-21,2023-07-24,Double,150,Pending
B0381,Customer381,customer381@example.com,2023-07-22,2023-07-25,Suite,250,Cancelled
B0382,Customer382,customer382@example.com,2023-07-23,2023-07-26,Single,100,Confirmed
B0383,Customer383,customer383@example.com,2023-07-24,2023-07-27,Double,150,Pending
B0384,Customer384,customer384@example.com,2023-07-25,2023-07-28,Suite,250,Cancelled
B0385,Customer385,customer385@example.com,2023-07-26,2023-07-29,Single,100,Confirmed
B0386,Customer386,customer386@example.com,2023-07-27,2023-07-30,Double,150,Pending
B0387,Customer387,customer387@example.com,2023-07-28,2023-07-31,Suite,250,Cancelled
B0388,Customer388,customer388@example.com,2023-07-29,2023-08-01,Single,100,Confirmed
B0389,Customer389,customer389@example.com,2023-07-30,2023-08-02,Double,150,Pending
B0390,Customer390,customer390@example.com,2023-07-01,2023-07-04,Suite,250,Cancelled
B0391,Customer391,customer391@example.com,2023-07-02,2023-07-05,Single,100,Confirmed
B0392,Customer392,customer392@example.com,2023-07-03,2023-07-06,Double,150,Pending
B0393,Customer393,customer393@example.com,2023-07-04,2023-07-07,Suite,250,Cancelled
B0394,Customer394,customer394@example.com,2023-07-05,2023-07-08,Single,100,Confirmed
B0395,Customer395,customer395@example.com,2023-07-06,2023-07-09,Double,150,Pending
B0396,Customer396,customer396@example.com,2023-07-07,2023-07-10,Suite,250,Cancelled
B0397,Customer397,customer397@example.com,2023-07-08,2023-07-11,Single,100,Confirmed
B0398,Customer398,customer398@example.com,2023-07-09,2023-07-12,Double,150,Pending
B0399,Customer399,customer399@example.com,2023-07-10,2023-07-13,Suite,250,Cancelled
B0400,Customer400,customer400@example.com,2023-07-11,2023-07-14,Single,100,Confirmed
B0401,Customer401,customer401@example.com,2023-07-12,2023-07-15,Double,150,Pending
B0402,Customer402,customer402@example.com,2023-07-13,2023-07-16,Suite,250,Cancelled
B0403,Customer403,customer403@example.com,2023-07-14,2023-07-17,Single,100,Confirmed
B0404,Customer404,customer404@example.com,2023-07-15,2023-07-18,Double,150,Pending
B0405,Customer405,customer405@example.com,2023-07-16,2023-07-19,Suite,250,Cancelled
B0406,Customer406,customer406@example.com,2023-07-17,2023-07-20,Single,100,Confirmed
B0407,Customer407,customer407@example.com,2023-07-18,2023-07-21,Double,150,Pending
B0408,Customer408,customer408@example.com,2023-07-19,2023-07-22,Suite,250,Cancelled
B0409,Customer409,customer409@example.com,2023-07-20,2023-07-23,Single,100,Confirmed
B0410,Customer410,customer410@example.com,2023-07-21,2023-07-24,Double,150,Pending
B0411,Customer411,customer411@example.com,2023-07-22,2023-07-25,Suite,250,Cancelled
B0412,Customer412,customer412@example.com,2023-07-23,2023-07-26,Single,100,Confirmed
B0413,Customer413,customer413@example.com,2023-07-24,2023-07-27,Double,150,Pending
B0414,Customer414,customer414@example.com,2023-07-25,2023-07-28,Suite,250,Cancelled
B0415,Customer415,customer415@example.com,2023-07-26,2023-07-29,Single,100,Confirmed
B0416,Customer416,customer416@example.com,2023-07-27,2023-07-30,Double,150,Pending
B0417,Customer417,customer417@example.com,2023-07-28,2023-07-31,Suite,250,Cancelled
B0418,Customer418,customer418@example.com,2023-07-29,2023-08-01,Single,100,Confirmed
B0419,Customer419,customer419@example.com,2023-07-30,2023-08-02,Double,150,Pending
B0420,Customer420,customer420@example.com,2023-07-01,2023-07-04,Suite,250,Cancelled
B0421,Customer421,customer421@example.com,2023-07-02,2023-07-05,Single,100,Confirmed
B0422,Customer422,customer422@example.com,2023-07-03,2023-07-06,Double,150,Pending
B0423,Customer423,customer423@example.com,2023-07-04,2023-07-07,Suite,250,Cancelled
B0424,Customer424,customer424@example.com,2023-07-05,2023-07-08,Single,100,Confirmed
B0425,Customer425,customer425@example.com,2023-07-06,2023-07-09,Double,150,Pending
B0426,Customer426,customer426@example.com,2023-07-07,2023-07-10,Suite,250,Cancelled
B0427,Customer427,customer427@example.com,2023-07-08,2023-07-11,Single,100,Confirmed
B0428,Customer428,customer428@example.com,2023-07-09,2023-07-12,Double,150,Pending
B0429,Customer429,customer429@example.com,2023-07-10,2023-07-13,Suite,250,Cancelled
B0430,Customer430,customer430@example.com,2023-07-11,2023-07-14,Single,100,Confirmed
B0431,Customer431,customer431@example.com,2023-07-12,2023-07-15,Double,150,Pending
B0432,Customer432,customer432@example.com,2023-07-13,2023-07-16,Suite,250,Cancelled
B0433,Customer433,customer433@example.com,2023-07-14,2023-07-17,Single,100,Confirmed
B0434,Customer434,customer434@example.com,2023-07-15,2023-07-18,Double,150,Pending
B0435,Customer435,customer435@example.com,2023-07-16,2023-07-19,Suite,250,Cancelled
B0436,Customer436,customer436@example.com,2023-07-17,2023-07-20,Single,100,Confirmed
B0437,Customer437,customer437@example.com,2023-07-18,2023-07-21,Double,150,Pending
B0438,Customer438,customer438@example.com,2023-07-19,2023-07-22,Suite,250,Cancelled
B0439,Customer439,customer439@example.com,2023-07-20,2023-07-23,Single,100,Confirmed
B0440,Customer440,customer440@example.com,2023-07-21,2023-07-24,Double,150,Pending
B0441,Customer441,customer441@example.com,2023-07-22,2023-07-25,Suite,250,Cancelled
B0442,Customer442,customer442@example.com,2023-07-23,2023-07-26,Single,100,Confirmed
B0443,Customer443,customer443@example.com,2023-07-24,2023-07-27,Double,150,Pending
B0444,Customer444,customer444@example.com,2023-07-25,2023-07-28,Suite,250,Cancelled
B0445,Customer445,customer445@example.com,2023-07-26,2023-07-29,Single,100,Confirmed
B0446,Customer446,customer446@example.com,2023-07-27,2023-07-30,Double,150,Pending
B0447,Customer447,customer447@example.com,2023-07-28,2023-07-31,Suite,250,Cancelled
B0448,Customer448,customer448@example.com,2023-07-29,2023-08-01,Single,100,Confirmed
B0449,Customer449,customer449@example.com,2023-07-30,2023-08-02,Double,150,Pending
B0450,Customer450,customer450@example.com,2023-07-01,2023-07-04,Suite,250,Cancelled
B0451,Customer451,customer451@example.com,2023-07-02,2023-07-05,Single,100,Confirmed
B0452,Customer452,customer452@example.com,2023-07-03,2023-07-06,Double,150,Pending
B0453,Customer453,customer453@example.com,2023-07-04,2023-07-07,Suite,250,Cancelled
B0454,Customer454,customer454@example.com,2023-07-05,2023-07-08,Single,100,Confirmed
B0455,Customer455,customer455@example.com,2023-07-06,2023-07-09,Double,150,Pending
B0456,Customer456,customer456@example.com,2023-07-07,2023-07-10,Suite,250,Cancelled
B0457,Customer457,customer457@example.com,2023-07-08,2023-07-11,Single,100,Confirmed
B0458,Customer458,customer458@example.com,2023-07-09,2023-07-12,Double,150,Pending
B0459,Customer459,customer459@example.com,2023-07-10,2023-07-13,Suite,250,Cancelled
B0460,Customer460,customer460@example.com,2023-07-11,2023-07-14,Single,100,Confirmed
B0461,Customer461,customer461@example.com,2023-07-12,2023-07-15,Double,150,Pending
B0462,Customer462,customer462@example.com,2023-07-13,2023-07-16,Suite,250,Cancelled
B0463,Customer463,customer463@example.com,2023-07-14,2023-07-17,Single,100,Confirmed
B0464,Customer464,customer464@example.com,2023-07-15,2023-07-18,Double,150,Pending
B0465,Customer465,customer465@example.com,2023-07-16,2023-07-19,Suite,250,Cancelled
B0466,Customer466,customer466@example.com,2023-07-17,2023-07-20,Single,100,Confirmed
B0467,Customer467,customer467@example.com,2023-07-18,2023-07-21,Double,150,Pending
B0468,Customer468,customer468@example.com,2023-07-19,2023-07-22,Suite,250,Cancelled
B0469,Customer469,customer469@example.com,2023-07-20,2023-07-23,Single,100,Confirmed
B0470,Customer470,customer470@example.com,2023-07-21,2023-07-24,Double,150,Pending
B0471,Customer471,customer471@example.com,2023-07-22,2023-07-25,Suite,250,Cancelled
B0472,Customer472,customer472@example.com,2023-07-23,2023-07-26,Single,100,Confirmed
B0473,Customer473,customer473@example.com,2023-07-24,2023-07-27,Double,150,Pending
B0474,Customer474,customer474@example.com,2023-07-25,2023-07-28,Suite,250,Cancelled
B0475,Customer475,customer475@example.com,2023-07-26,2023-07-29,Single,100,Confirmed
B0476,Customer476,customer476@example.com,2023-07-27,2023-07-30,Double,150,Pending
B0477,Customer477,customer477@example.com,2023-07-28,2023-07-31,Suite,250,Cancelled
B0478,Customer478,customer478@example.com,2023-07-29,2023-08-01,Single,100,Confirmed
B0479,Customer479,customer479@example.com,2023-07-30,2023-08-02,Double,150,Pending
B0480,Customer480,customer480@example.com,2023-07-01,2023-07-04,Suite,250,Cancelled
B0481,Customer481,customer481@example.com,2023-07-02,2023-07-05,Single,100,Confirmed
B0482,Customer482,customer482@example.com,2023-07-03,2023-07-06,Double,150,Pending
B0483,Customer483,customer483@example.com,2023-07-04,2023-07-07,Suite,250,Cancelled
B0484,Customer484,customer484@example.com,2023-07-05,2023-07-08,Single,100,Confirmed
B0485,Customer485,customer485@example.com,2023-07-06,2023-07-09,Double,150,Pending
B0486,Customer486,customer486@example.com,2023-07-07,2023-07-10,Suite,250,Cancelled
B0487,Customer487,customer487@example.com,2023-07-08,2023-07-11,Single,100,Confirmed
B0488,Customer488,customer488@example.com,2023-07-09,2023-07-12,Double,150,Pending
B0489,Customer489,customer489@example.com,2023-07-10,2023-07-13,Suite,250,Cancelled
B0490,Customer490,customer490@example.com,2023-07-11,2023-07-14,Single,100,Confirmed
B0491,Customer491,customer491@example.com,2023-07-12,2023-07-15,Double,150,Pending
B0492,Customer492,customer492@example.com,2023-07-13,2023-07-16,Suite,250,Cancelled
B0493,Customer493,customer493@example.com,2023-07-14,2023-07-17,Single,100,Confirmed
B0494,Customer494,customer494@example.com,2023-07-15,2023-07-18,Double,150,Pending
B0495,Customer495,customer495@example.com,2023-07-16,2023-07-19,Suite,250,Cancelled
B0496,Customer496,customer496@example.com,2023-07-17,2023-07-20,Single,100,Confirmed
B0497,Customer497,customer497@example.com,2023-07-18,2023-07-21,Double,150,Pending
B0498,Customer498,customer498@example.com,2023-07-19,2023-07-22,Suite,250,Cancelled
B0499,Customer499,customer499@example.com,2023-07-20,2023-07-23,Single,100,Confirmed
B0500,Customer500,customer500@example.com,2023-07-21,2023-07-24,Double,150,Pending
B0501,Customer501,customer501@example.com,2023-07-22,2023-07-25,Suite,250,Cancelled
B0502,Customer502,customer502@example.com,2023-07-23,2023-07-26,Single,100,Confirmed
B0503,Customer503,customer503@example.com,2023-07-24,2023-07-27,Double,150,Pending
B0504,Customer504,customer504@example.com,2023-07-25,2023-07-28,Suite,250,Cancelled
B0505,Customer505,customer505@example.com,2023-07-26,2023-07-29,Single,100,Confirmed
B0506,Customer506,customer506@example.com,2023-07-27,2023-07-30,Double,150,Pending
B0507,Customer507,customer507@example.com,2023-07-28,2023-07-31,Suite,250,Cancelled
B0508,Customer508,customer508@example.com,2023-07-29,2023-08-01,Single,100,Confirmed
B0509,Customer509,customer509@example.com,2023-07-30,2023-08-02,Double,150,Pending
B0510,Customer510,customer510@example.com,2023-07-01,2023-07-04,Suite,250,Cancelled
B0511,Customer511,customer511@example.com,2023-07-02,2023-07-05,Single,100,Confirmed
B0512,Customer512,customer512@example.com,2023-07-03,2023-07-06,Double,150,Pending
B0513,Customer513,customer513@example.com,2023-07-04,2023-07-07,Suite,250,Cancelled
B0514,Customer514,customer514@example.com,2023-07-05,2023-07-08,Single,100,Confirmed
B0515,Customer515,customer515@example.com,2023-07-06,2023-07-09,Double,150,Pending
B0516,Customer516,customer516@example.com,2023-07-07,2023-07-10,Suite,250,Cancelled
B0517,Customer517,customer517@example.com,2023-07-08,2023-07-11,Single,100,Confirmed
B0518,Customer518,customer518@example.com,2023-07-09,2023-07-12,Double,150,Pending
B0519,Customer519,customer519@example.com,2023-07-10,2023-07-13,Suite,250,Cancelled
B0520,Customer520,customer520@example.com,2023-07-11,2023-07-14,Single,100,Confirmed
B0521,Customer521,customer521@example.com,2023-07-12,2023-07-15,Double,150,Pending
B0522,Customer522,customer522@example.com,2023-07-13,2023-07-16,Suite,250,Cancelled
B0523,Customer523,customer523@example.com,2023-07-14,2023-07-17,Single,100,Confirmed
B0524,Customer524,customer524@example.com,2023-07-15,2023-07-18,Double,150,Pending
B0525,Customer525,customer525@example.com,2023-07-16,2023-07-19,Suite,250,Cancelled
B0526,Customer526,customer526@example.com,2023-07-17,2023-07-20,Single,100,Confirmed
B0527,Customer527,customer527@example.com,2023-07-18,2023-07-21,Double,150,Pending
B0528,Customer528,customer528@example.com,2023-07-19,2023-07-22,Suite,250,Cancelled
B0529,Customer529,customer529@example.com,2023-07-20,2023-07-23,Single,100,Confirmed
B0530,Customer530,customer530@example.com,2023-07-21,2023-07-24,Double,150,Pending
B0531,Customer531,customer531@example.com,2023-07-22,2023-07-25,Suite,250,Cancelled
B0532,Customer532,customer532@example.com,2023-07-23,2023-07-26,Single,100,Confirmed
B0533,Customer533,customer533@example.com,2023-07-24,2023-07-27,Double,150,Pending
B0534,Customer534,customer534@example.com,2023-07-25,2023-07-28,Suite,250,Cancelled
B0535,Customer535,customer535@example.com,2023-07-26,2023-07-29,Single,100,Confirmed
B0536,Customer536,customer536@example.com,2023-07-27,2023-07-30,Double,150,Pending
B0537,Customer537,customer537@example.com,2023-07-28,2023-07-31,Suite,250,Cancelled
B0538,Customer538,customer538@example.com,2023-07-29,2023-08-01,Single,100,Confirmed
B0539,Customer539,customer539@example.com,2023-07-30,2023-08-02,Double,150,Pending
B0540,Customer540,customer540@example.com,2023-07-01,2023-07-04,Suite,250,Cancelled
B0541,Customer541,customer541@example.com,2023-07-02,2023-07-05,Single,100,Confirmed
B0542,Customer542,customer542@example.com,2023-07-03,2023-07-06,Double,150,Pending
B0543,Customer543,customer543@example.com,2023-07-04,2023-07-07,Suite,250,Cancelled
B0544,Customer544,customer544@example.com,2023-07-05,2023-07-08,Single,100,Confirmed
B0545,Customer545,customer545@example.com,2023-07-06,2023-07-09,Double,150,Pending
B0546,Customer546,customer546@example.com,2023-07-07,2023-07-10,Suite,250,Cancelled
B0547,Customer547,customer547@example.com,2023-07-08,2023-07-11,Single,100,Confirmed
B0548,Customer548,customer548@example.com,2023-07-09,2023-07-12,Double,150,Pending
B0549,Customer549,customer549@example.com,2023-07-10,2023-07-13,Suite,250,Cancelled
B0550,Customer550,customer550@example.com,2023-07-11,2023-07-14,Single,100,Confirmed
B0551,Customer551,customer551@example.com,2023-07-12,2023-07-15,Double,150,Pending
B0552,Customer552,customer552@example.com,2023-07-13,2023-07-16,Suite,250,Cancelled
B0553,Customer553,customer553@example.com,2023-07-14,2023-07-17,Single,100,Confirmed
B0554,Customer554,customer554@example.com,2023-07-15,2023-07-18,Double,150,Pending
B0555,Customer555,customer555@example.com,2023-07-16,2023-07-19,Suite,250,Cancelled
B0556,Customer556,customer556@example.com,2023-07-17,2023-07-20,Single,100,Confirmed
B0557,Customer557,customer557@example.com,2023-07-18,2023-07-21,Double,150,Pending
B0558,Customer558,customer558@example.com,2023-07-19,2023-07-22,Suite,250,Cancelled
B0559,Customer559,customer559@example.com,2023-07-20,2023-07-23,Single,100,Confirmed
B0560,Customer560,customer560@example.com,2023-07-21,2023-07-24,Double,150,Pending
B0561,Customer561,customer561@example.com,2023-07-22,2023-07-25,Suite,250,Cancelled
B0562,Customer562,customer562@example.com,2023-07-23,2023-07-26,Single,100,Confirmed
B0563,Customer563,customer563@example.com,2023-07-24,2023-07-27,Double,150,Pending
B0564,Customer564,customer564@example.com,2023-07-25,2023-07-28,Suite,250,Cancelled
B0565,Customer565,customer565@example.com,2023-07-26,2023-07-29,Single,100,Confirmed
B0566,Customer566,customer566@example.com,2023-07-27,2023-07-30,Double,150,Pending
B0567,Customer567,customer567@example.com,2023-07-28,2023-07-31,Suite,250,Cancelled
B0568,Customer568,customer568@example.com,2023-07-29,2023-08-01,Single,100,Confirmed
B0569,Customer569,customer569@example.com,2023-07-30,2023-08-02,Double,150,Pending
B0570,Customer570,customer570@example.com,2023-07-01,2023-07-04,Suite,250,Cancelled
B0571,Customer571,customer571@example.com,2023-07-02,2023-07-05,Single,100,Confirmed
B0572,Customer572,customer572@example.com,2023-07-03,2023-07-06,Double,150,Pending
B0573,Customer573,customer573@example.com,2023-07-04,2023-07-07,Suite,250,Cancelled
B0574,Customer574,customer574@example.com,2023-07-05,2023-07-08,Single,100,Confirmed
B0575,Customer575,customer575@example.com,2023-07-06,2023-07-09,Double,150,Pending
B0576,Customer576,customer576@example.com,2023-07-07,2023-07-10,Suite,250,Cancelled
B0577,Customer577,customer577@example.com,2023-07-08,2023-07-11,Single,100,Confirmed
B0578,Customer578,customer578@example.com,2023-07-09,2023-07-12,Double,150,Pending
B0579,Customer579,customer579@example.com,2023-07-10,2023-07-13,Suite,250,Cancelled
B0580,Customer580,customer580@example.com,2023-07-11,2023-07-14,Single,100,Confirmed
B0581,Customer581,customer581@example.com,2023-07-12,2023-07-15,Double,150,Pending
B0582,Customer582,customer582@example.com,2023-07-13,2023-07-16,Suite,250,Cancelled
B0583,Customer583,customer583@example.com,2023-07-14,2023-07-17,Single,100,Confirmed
B0584,Customer584,customer584@example.com,2023-07-15,2023-07-18,Double,150,Pending
B0585,Customer585,customer585@example.com,2023-07-16,2023-07-19,Suite,250,Cancelled
B0586,Customer586,customer586@example.com,2023-07-17,2023-07-20,Single,100,Confirmed
B0587,Customer587,customer587@example.com,2023-07-18,2023-07-21,Double,150,Pending
B0588,Customer588,customer588@example.com,2023-07-19,2023-07-22,Suite,250,Cancelled
B0589,Customer589,customer589@example.com,2023-07-20,2023-07-23,Single,100,Confirmed
B0590,Customer590,customer590@example.com,2023-07-21,2023-07-24,Double,150,Pending
B0591,Customer591,customer591@example.com,2023-07-22,2023-07-25,Suite,250,Cancelled
B0592,Customer592,customer592@example.com,2023-07-23,2023-07-26,Single,100,Confirmed
B0593,Customer593,customer593@example.com,2023-07-24,2023-07-27,Double,150,Pending
B0594,Customer594,customer594@example.com,2023-07-25,2023-07-28,Suite,250,Cancelled
B0595,Customer595,customer595@example.com,2023-07-26,2023-07-29,Single,100,Confirmed
B0596,Customer596,customer596@example.com,2023-07-27,2023-07-30,Double,150,Pending
B0597,Customer597,customer597@example.com,2023-07-28,2023-07-31,Suite,250,Cancelled
B0598,Customer598,customer598@example.com,2023-07-29,2023-08-01,Single,100,Confirmed
B0599,Customer599,customer599@example.com,2023-07-30,2023-08-02,Double,150,Pending
B0600,Customer600,customer600@example.com,2023-07-01,2023-07-04,Suite,250,Cancelled
B0601,Customer601,customer601@example.com,2023-07-02,2023-07-05,Single,100,Confirmed
B0602,Customer602,customer602@example.com,2023-07-03,2023-07-06,Double,150,Pending
B0603,Customer603,customer603@example.com,2023-07-04,2023-07-07,Suite,250,Cancelled
B0604,Customer604,customer604@example.com,2023-07-05,2023-07-08,Single,100,Confirmed
B0605,Customer605,customer605@example.com,2023-07-06,2023-07-09,Double,150,Pending
B0606,Customer606,customer606@example.com,2023-07-07,2023-07-10,Suite,250,Cancelled
B0607,Customer607,customer607@example.com,2023-07-08,2023-07-11,Single,100,Confirmed
B0608,Customer608,customer608@example.com,2023-07-09,2023-07-12,Double,150,Pending
B0609,Customer609,customer609@example.com,2023-07-10,2023-07-13,Suite,250,Cancelled
B0610,Customer610,customer610@example.com,2023-07-11,2023-07-14,Single,100,Confirmed
B0611,Customer611,customer611@example.com,2023-07-12,2023-07-15,Double,150,Pending
B0612,Customer612,customer612@example.com,2023-07-13,2023-07-16,Suite,250,Cancelled
B0613,Customer613,customer613@example.com,2023-07-14,2023-07-17,Single,100,Confirmed
B0614,Customer614,customer614@example.com,2023-07-15,2023-07-18,Double,150,Pending
B0615,Customer615,customer615@example.com,2023-07-16,2023-07-19,Suite,250,Cancelled
B0616,Customer616,customer616@example.com,2023-07-17,2023-07-20,Single,100,Confirmed
B0617,Customer617,customer617@example.com,2023-07-18,2023-07-21,Double,150,Pending
B0618,Customer618,customer618@example.com,2023-07-19,2023-07-22,Suite,250,Cancelled
B0619,Customer619,customer619@example.com,2023-07-20,2023-07-23,Single,100,Confirmed
B0620,Customer620,customer620@example.com,2023-07-21,2023-07-24,Double,150,Pending
B0621,Customer621,customer621@example.com,2023-07-22,2023-07-25,Suite,250,Cancelled
B0622,Customer622,customer622@example.com,2023-07-23,2023-07-26,Single,100,Confirmed
B0623,Customer623,customer623@example.com,2023-07-24,2023-07-27,Double,150,Pending
B0624,Customer624,customer624@example.com,2023-07-25,2023-07-28,Suite,250,Cancelled
B0625,Customer625,customer625@example.com,2023-07-26,2023-07-29,Single,100,Confirmed
B0626,Customer626,customer626@example.com,2023-07-27,2023-07-30,Double,150,Pending
B0627,Customer627,customer627@example.com,2023-07-28,2023-07-31,Suite,250,Cancelled
B0628,Customer628,customer628@example.com,2023-07-29,2023-08-01,Single,100,Confirmed
B0629,Customer629,customer629@example.com,2023-07-30,2023-08-02,Double,150,Pending
B0630,Customer630,customer630@example.com,2023-07-01,2023-07-04,Suite,250,Cancelled
B0631,Customer631,customer631@example.com,2023-07-02,2023-07-05,Single,100,Confirmed
B0632,Customer632,customer632@example.com,2023-07-03,2023-07-06,Double,150,Pending
B0633,Customer633,customer633@example.com,2023-07-04,2023-07-07,Suite,250,Cancelled
B0634,Customer634,customer634@example.com,2023-07-05,2023-07-08,Single,100,Confirmed
B0635,Customer635,customer635@example.com,2023-07-06,2023-07-09,Double,150,Pending
B0636,Customer636,customer636@example.com,2023-07-07,2023-07-10,Suite,250,Cancelled
B0637,Customer637,customer637@example.com,2023-07-08,2023-07-11,Single,100,Confirmed
B0638,Customer638,customer638@example.com,2023-07-09,2023-07-12,Double,150,Pending
B0639,Customer639,customer639@example.com,2023-07-10,2023-07-13,Suite,250,Cancelled
B0640,Customer640,customer640@example.com,2023-07-11,2023-07-14,Single,100,Confirmed
B0641,Customer641,customer641@example.com,2023-07-12,2023-07-15,Double,150,Pending
B0642,Customer642,customer642@example.com,2023-07-13,2023-07-16,Suite,250,Cancelled
B0643,Customer643,customer643@example.com,2023-07-14,2023-07-17,Single,100,Confirmed
B0644,Customer644,customer644@example.com,2023-07-15,2023-07-18,Double,150,Pending
B0645,Customer645,customer645@example.com,2023-07-16,2023-07-19,Suite,250,Cancelled
B0646,Customer646,customer646@example.com,2023-07-17,2023-07-20,Single,100,Confirmed
B0647,Customer647,customer647@example.com,2023-07-18,2023-07-21,Double,150,Pending
B0648,Customer648,customer648@example.com,2023-07-19,2023-07-22,Suite,250,Cancelled
B0649,Customer649,customer649@example.com,2023-07-20,2023-07-23,Single,100,Confirmed
B0650,Customer650,customer650@example.com,2023-07-21,2023-07-24,Double,150,Pending
B0651,Customer651,customer651@example.com,2023-07-22,2023-07-25,Suite,250,Cancelled
B0652,Customer652,customer652@example.com,2023-07-23,2023-07-26,Single,100,Confirmed
B0653,Customer653,customer653@example.com,2023-07-24,2023-07-27,Double,150,Pending
B0654,Customer654,customer654@example.com,2023-07-25,2023-07-28,Suite,250,Cancelled
B0655,Customer655,customer655@example.com,2023-07-26,2023-07-29,Single,100,Confirmed
B0656,Customer656,customer656@example.com,2023-07-27,2023-07-30,Double,150,Pending
B0657,Customer657,customer657@example.com,2023-07-28,2023-07-31,Suite,250,Cancelled
B0658,Customer658,customer658@example.com,2023-07-29,2023-08-01,Single,100,Confirmed
B0659,Customer659,customer659@example.com,2023-07-30,2023-08-02,Double,150,Pending
B0660,Customer660,customer660@example.com,2023-07-01,2023-07-04,Suite,250,Cancelled
B0661,Customer661,customer661@example.com,2023-07-02,2023-07-05,Single,100,Confirmed
B0662,Customer662,customer662@example.com,2023-07-03,2023-07-06,Double,150,Pending
B0663,Customer663,customer663@example.com,2023-07-04,2023-07-07,Suite,250,Cancelled
B0664,Customer664,customer664@example.com,2023-07-05,2023-07-08,Single,100,Confirmed
B0665,Customer665,customer665@example.com,2023-07-06,2023-07-09,Double,150,Pending
B0666,Customer666,customer666@example.com,2023-07-07,2023-07-10,Suite,250,Cancelled
B0667,Customer667,customer667@example.com,2023-07-08,2023-07-11,Single,100,Confirmed
